ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalTherms,AverageTherms
92258,11,2018,COMMERCIAL,Y,,,
92258,11,2018,INDUSTRIAL,Y,,,
92258,11,2018,RESIDENTIAL,N,136,3131,23.0221
92258,12,2018,COMMERCIAL,Y,,,
92258,12,2018,INDUSTRIAL,Y,,,
92258,12,2018,RESIDENTIAL,N,136,4664,34.2941
92260,10,2018,COMMERCIAL,Y,,,
92260,10,2018,INDUSTRIAL,Y,,,
92260,10,2018,RESIDENTIAL,N,19911,310508,15.5948
92260,11,2018,COMMERCIAL,Y,,,
92260,11,2018,INDUSTRIAL,Y,,,
92260,11,2018,RESIDENTIAL,N,19910,639102,32.0995
92260,12,2018,COMMERCIAL,N,474,402607,849.3819
92260,12,2018,INDUSTRIAL,Y,,,
92260,12,2018,RESIDENTIAL,N,19915,1235633,62.0453
92261,10,2018,RESIDENTIAL,Y,,,
92261,11,2018,RESIDENTIAL,Y,,,
92261,12,2018,RESIDENTIAL,Y,,,
92262,10,2018,COMMERCIAL,Y,,,
92262,10,2018,INDUSTRIAL,Y,,,
92262,10,2018,RESIDENTIAL,N,15354,244647,15.9338
92262,11,2018,COMMERCIAL,Y,,,
92262,11,2018,INDUSTRIAL,Y,,,
92262,11,2018,RESIDENTIAL,N,15359,603200,39.2734
92262,12,2018,COMMERCIAL,Y,,,
92262,12,2018,INDUSTRIAL,Y,,,
92262,12,2018,RESIDENTIAL,N,15362,1038013,67.5702
92264,10,2018,COMMERCIAL,N,308,94146,305.6688
92264,10,2018,INDUSTRIAL,Y,,,
92264,10,2018,RESIDENTIAL,N,12911,227597,17.6281
92264,11,2018,COMMERCIAL,N,309,136575,441.9903
92264,11,2018,INDUSTRIAL,Y,,,
92264,11,2018,RESIDENTIAL,N,12908,493371,38.2221
92264,12,2018,COMMERCIAL,N,309,214961,695.6667
92264,12,2018,INDUSTRIAL,Y,,,
92264,12,2018,RESIDENTIAL,N,12911,1039555,80.5170
92267,10,2018,RESIDENTIAL,Y,,,
92267,11,2018,RESIDENTIAL,Y,,,
92267,12,2018,RESIDENTIAL,Y,,,
92270,10,2018,COMMERCIAL,Y,,,
92270,10,2018,INDUSTRIAL,Y,,,
92270,10,2018,RESIDENTIAL,N,13837,260920,18.8567
92270,11,2018,COMMERCIAL,Y,,,
92270,11,2018,INDUSTRIAL,Y,,,
92270,11,2018,RESIDENTIAL,N,13836,602986,43.5809
92270,12,2018,COMMERCIAL,Y,,,
92270,12,2018,INDUSTRIAL,Y,,,
92270,12,2018,RESIDENTIAL,N,13840,1215207,87.8040
92273,10,2018,COMMERCIAL,Y,,,
92273,10,2018,RESIDENTIAL,N,510,9012,17.6706
92273,11,2018,COMMERCIAL,Y,,,
92273,11,2018,RESIDENTIAL,N,510,12446,24.4039
92273,12,2018,COMMERCIAL,Y,,,
92273,12,2018,RESIDENTIAL,N,510,18523,36.3196
92274,10,2018,COMMERCIAL,Y,,,
92274,10,2018,INDUSTRIAL,Y,,,
92274,10,2018,RESIDENTIAL,N,401,5746,14.3292
92274,11,2018,COMMERCIAL,Y,,,
92274,11,2018,INDUSTRIAL,Y,,,
92274,11,2018,RESIDENTIAL,N,401,8704,21.7057
92274,12,2018,COMMERCIAL,Y,,,
92274,12,2018,INDUSTRIAL,Y,,,
92274,12,2018,RESIDENTIAL,N,401,10822,26.9875
92275,10,2018,RESIDENTIAL,Y,,,
92275,11,2018,RESIDENTIAL,Y,,,
92275,12,2018,RESIDENTIAL,Y,,,
92276,10,2018,COMMERCIAL,Y,,,
92276,10,2018,INDUSTRIAL,Y,,,
92276,10,2018,RESIDENTIAL,N,3470,35557,10.2470
92276,11,2018,COMMERCIAL,Y,,,
92276,11,2018,INDUSTRIAL,Y,,,
92276,11,2018,RESIDENTIAL,N,3471,44981,12.9591
92276,12,2018,COMMERCIAL,Y,,,
92276,12,2018,INDUSTRIAL,Y,,,
92276,12,2018,RESIDENTIAL,N,3470,83137,23.9588
92277,10,2018,COMMERCIAL,Y,,,
92277,10,2018,INDUSTRIAL,Y,,,
92277,10,2018,RESIDENTIAL,N,5592,84930,15.1878
92277,11,2018,COMMERCIAL,Y,,,
92277,11,2018,INDUSTRIAL,Y,,,
92277,11,2018,RESIDENTIAL,N,5593,139823,24.9996
92277,12,2018,COMMERCIAL,Y,,,
92277,12,2018,INDUSTRIAL,Y,,,
92277,12,2018,RESIDENTIAL,N,5592,257565,46.0595
92281,10,2018,COMMERCIAL,Y,,,
92281,10,2018,RESIDENTIAL,N,671,6264,9.3353
92281,11,2018,COMMERCIAL,Y,,,
92281,11,2018,RESIDENTIAL,N,671,8165,12.1684
92281,12,2018,COMMERCIAL,Y,,,
92281,12,2018,RESIDENTIAL,N,671,12169,18.1356
92284,10,2018,COMMERCIAL,Y,,,
92284,10,2018,INDUSTRIAL,Y,,,
92284,10,2018,RESIDENTIAL,N,6993,89124,12.7447
92284,11,2018,COMMERCIAL,Y,,,
92284,11,2018,INDUSTRIAL,Y,,,
92284,11,2018,RESIDENTIAL,N,6990,142003,20.3152
92284,12,2018,COMMERCIAL,Y,1120,469661,419.3402
92284,12,2018,INDUSTRIAL,Y,,,
92284,12,2018,RESIDENTIAL,N,6991,382044,54.6480
92301,10,2018,COMMERCIAL,Y,,,
92301,10,2018,INDUSTRIAL,Y,,,
92301,10,2018,RESIDENTIAL,Y,,,
92301,11,2018,COMMERCIAL,Y,,,
92301,11,2018,INDUSTRIAL,Y,,,
92301,11,2018,RESIDENTIAL,Y,,,
92301,12,2018,COMMERCIAL,Y,,,
92301,12,2018,INDUSTRIAL,Y,,,
92301,12,2018,RESIDENTIAL,Y,,,
92308,10,2018,COMMERCIAL,Y,,,
92308,10,2018,RESIDENTIAL,Y,356,3986,11.1966
92308,11,2018,COMMERCIAL,Y,,,
92308,11,2018,RESIDENTIAL,Y,356,8297,23.3062
92308,12,2018,COMMERCIAL,Y,,,
92308,12,2018,RESIDENTIAL,Y,356,14086,39.5674
92313,10,2018,COMMERCIAL,N,91,14672,161.2308
92313,10,2018,INDUSTRIAL,Y,,,
92313,10,2018,RESIDENTIAL,N,4669,69035,14.7858
92313,11,2018,COMMERCIAL,N,91,18339,201.5275
92313,11,2018,INDUSTRIAL,Y,,,
92313,11,2018,RESIDENTIAL,N,4666,79720,17.0853
92313,12,2018,COMMERCIAL,Y,,,
92313,12,2018,INDUSTRIAL,Y,,,
92313,12,2018,RESIDENTIAL,N,4670,149259,31.9612
92316,10,2018,COMMERCIAL,Y,,,
92316,10,2018,INDUSTRIAL,Y,,,
92316,10,2018,RESIDENTIAL,N,7146,148739,20.8143
92316,11,2018,COMMERCIAL,Y,,,
92316,11,2018,INDUSTRIAL,Y,,,
92316,11,2018,RESIDENTIAL,N,7144,184216,25.7861
92316,12,2018,COMMERCIAL,Y,,,
92316,12,2018,INDUSTRIAL,Y,,,
92316,12,2018,RESIDENTIAL,N,7145,263942,36.9408
92317,10,2018,COMMERCIAL,Y,,,
92317,10,2018,RESIDENTIAL,N,334,5441,16.2904
92317,11,2018,COMMERCIAL,Y,,,
92317,11,2018,RESIDENTIAL,N,335,11067,33.0358
92317,12,2018,COMMERCIAL,Y,,,
92317,12,2018,RESIDENTIAL,N,333,19586,58.8168
92318,10,2018,COMMERCIAL,Y,,,
92318,10,2018,RESIDENTIAL,Y,,,
92318,11,2018,COMMERCIAL,Y,,,
92318,11,2018,RESIDENTIAL,Y,,,
92318,12,2018,COMMERCIAL,Y,,,
92318,12,2018,RESIDENTIAL,Y,,,
92320,10,2018,COMMERCIAL,N,96,13165,137.1354
92320,10,2018,INDUSTRIAL,Y,,,
92320,10,2018,RESIDENTIAL,Y,3195,66319,20.7571
92320,11,2018,COMMERCIAL,N,96,15242,158.7708
92320,11,2018,INDUSTRIAL,Y,,,
92320,11,2018,RESIDENTIAL,Y,3194,118609,37.1349
92320,12,2018,COMMERCIAL,N,96,18972,197.6250
92320,12,2018,INDUSTRIAL,Y,,,
92320,12,2018,RESIDENTIAL,Y,3194,212146,66.4202
92321,10,2018,COMMERCIAL,Y,,,
92321,10,2018,INDUSTRIAL,Y,,,
92321,10,2018,RESIDENTIAL,N,171,2587,15.1287
92321,11,2018,COMMERCIAL,Y,,,
92321,11,2018,INDUSTRIAL,Y,,,
92321,11,2018,RESIDENTIAL,N,171,4846,28.3392
92321,12,2018,COMMERCIAL,Y,,,
92321,12,2018,INDUSTRIAL,Y,,,
92321,12,2018,RESIDENTIAL,N,171,11104,64.9357
92322,10,2018,COMMERCIAL,Y,,,
92322,10,2018,RESIDENTIAL,N,606,15596,25.7360
92322,11,2018,COMMERCIAL,Y,,,
92322,11,2018,RESIDENTIAL,N,606,26693,44.0479
92322,12,2018,COMMERCIAL,Y,,,
92322,12,2018,RESIDENTIAL,N,605,39068,64.5752
92323,10,2018,COMMERCIAL,Y,,,
92323,11,2018,COMMERCIAL,Y,,,
92323,12,2018,COMMERCIAL,Y,,,
92324,10,2018,COMMERCIAL,Y,,,
92324,10,2018,INDUSTRIAL,Y,,,
92324,10,2018,RESIDENTIAL,Y,16198,262317,16.1944
92324,11,2018,COMMERCIAL,Y,,,
92324,11,2018,INDUSTRIAL,Y,,,
92324,11,2018,RESIDENTIAL,Y,16197,310132,19.1475
92324,12,2018,COMMERCIAL,Y,,,
92324,12,2018,INDUSTRIAL,Y,,,
92324,12,2018,RESIDENTIAL,Y,16199,499260,30.8204
92325,10,2018,COMMERCIAL,Y,,,
92325,10,2018,INDUSTRIAL,Y,,,
92325,10,2018,RESIDENTIAL,N,6521,177024,27.1468
92325,11,2018,COMMERCIAL,Y,,,
92325,11,2018,INDUSTRIAL,Y,,,
92325,11,2018,RESIDENTIAL,N,6518,298711,45.8286
92325,12,2018,COMMERCIAL,Y,,,
92325,12,2018,INDUSTRIAL,Y,,,
92325,12,2018,RESIDENTIAL,N,6519,460007,70.5640
92327,10,2018,RESIDENTIAL,Y,,,
92327,11,2018,RESIDENTIAL,Y,,,
92327,12,2018,RESIDENTIAL,Y,,,
92335,10,2018,COMMERCIAL,Y,,,
92335,10,2018,INDUSTRIAL,Y,,,
92335,10,2018,RESIDENTIAL,N,22472,405506,18.0449
92335,11,2018,COMMERCIAL,Y,,,
92335,11,2018,INDUSTRIAL,Y,,,
92335,11,2018,RESIDENTIAL,N,22471,474299,21.1072
92335,12,2018,COMMERCIAL,Y,,,
92335,12,2018,INDUSTRIAL,Y,,,
92335,12,2018,RESIDENTIAL,N,22470,682442,30.3713
92336,10,2018,COMMERCIAL,N,216,76873,355.8935
92336,10,2018,INDUSTRIAL,Y,,,
92336,10,2018,RESIDENTIAL,N,27514,431682,15.6895
92336,11,2018,COMMERCIAL,N,216,91986,425.8611
92336,11,2018,INDUSTRIAL,Y,,,
92336,11,2018,RESIDENTIAL,N,27516,506987,18.4252
92336,12,2018,COMMERCIAL,Y,264,151013,572.0189
92336,12,2018,INDUSTRIAL,Y,,,
92336,12,2018,RESIDENTIAL,N,27518,942825,34.2621
92337,10,2018,COMMERCIAL,Y,,,
92337,10,2018,INDUSTRIAL,Y,,,
92337,10,2018,RESIDENTIAL,N,9979,172261,17.2624
92337,11,2018,COMMERCIAL,Y,,,
92337,11,2018,INDUSTRIAL,Y,,,
92337,11,2018,RESIDENTIAL,N,9979,228835,22.9317
92337,12,2018,COMMERCIAL,Y,,,
92337,12,2018,INDUSTRIAL,Y,,,
92337,12,2018,RESIDENTIAL,N,9981,401016,40.1779
92340,10,2018,COMMERCIAL,Y,,,
92340,10,2018,INDUSTRIAL,Y,,,
92340,10,2018,RESIDENTIAL,Y,,,
92340,11,2018,COMMERCIAL,Y,,,
92340,11,2018,INDUSTRIAL,Y,,,
92340,11,2018,RESIDENTIAL,Y,,,
92340,12,2018,COMMERCIAL,Y,,,
92340,12,2018,INDUSTRIAL,Y,,,
92340,12,2018,RESIDENTIAL,Y,,,
92341,10,2018,COMMERCIAL,Y,,,
92341,10,2018,RESIDENTIAL,N,1039,9188,8.8431
92341,11,2018,COMMERCIAL,Y,,,
92341,11,2018,RESIDENTIAL,N,1039,21569,20.7594
92341,12,2018,COMMERCIAL,Y,,,
92341,12,2018,RESIDENTIAL,N,1039,33318,32.0674
92344,10,2018,RESIDENTIAL,Y,,,
92344,11,2018,RESIDENTIAL,Y,,,
92344,12,2018,RESIDENTIAL,Y,,,
92345,10,2018,RESIDENTIAL,Y,,,
92345,11,2018,RESIDENTIAL,Y,,,
92345,12,2018,RESIDENTIAL,Y,,,
92346,10,2018,COMMERCIAL,Y,,,
92346,10,2018,INDUSTRIAL,Y,,,
92346,10,2018,RESIDENTIAL,N,18076,329206,18.2123
92346,11,2018,COMMERCIAL,Y,,,
92346,11,2018,INDUSTRIAL,Y,,,
92346,11,2018,RESIDENTIAL,N,18082,442201,24.4553
92346,12,2018,COMMERCIAL,Y,,,
92346,12,2018,INDUSTRIAL,Y,,,
92346,12,2018,RESIDENTIAL,N,18084,791403,43.7626
92350,10,2018,COMMERCIAL,Y,,,
92350,10,2018,RESIDENTIAL,Y,,,
92350,11,2018,COMMERCIAL,Y,,,
92350,11,2018,RESIDENTIAL,Y,,,
92350,12,2018,COMMERCIAL,Y,,,
92350,12,2018,RESIDENTIAL,Y,,,
92352,10,2018,COMMERCIAL,Y,,,
92352,10,2018,INDUSTRIAL,Y,,,
92352,10,2018,RESIDENTIAL,N,9470,172013,18.1640
92352,11,2018,COMMERCIAL,Y,,,
92352,11,2018,INDUSTRIAL,Y,,,
92352,11,2018,RESIDENTIAL,N,9472,349119,36.8580
92352,12,2018,COMMERCIAL,Y,,,
92352,12,2018,INDUSTRIAL,Y,,,
92352,12,2018,RESIDENTIAL,N,9470,768108,81.1096
92354,10,2018,INDUSTRIAL,Y,,,
92354,10,2018,RESIDENTIAL,Y,7709,111763,14.4977
92354,11,2018,COMMERCIAL,Y,,,
92354,11,2018,INDUSTRIAL,Y,,,
92354,11,2018,RESIDENTIAL,Y,7713,130747,16.9515
92354,12,2018,INDUSTRIAL,Y,,,
92354,12,2018,RESIDENTIAL,Y,7714,272776,35.3612
92357,10,2018,COMMERCIAL,Y,,,
92357,11,2018,COMMERCIAL,Y,,,
92357,12,2018,COMMERCIAL,Y,,,
92359,10,2018,COMMERCIAL,Y,,,
92359,10,2018,INDUSTRIAL,Y,,,
92359,10,2018,RESIDENTIAL,N,2843,49395,17.3743
92359,11,2018,COMMERCIAL,Y,,,
92359,11,2018,INDUSTRIAL,Y,,,
92359,11,2018,RESIDENTIAL,N,2843,77476,27.2515
92359,12,2018,COMMERCIAL,Y,,,
92359,12,2018,INDUSTRIAL,Y,,,
92359,12,2018,RESIDENTIAL,N,2844,140193,49.2943
92366,10,2018,RESIDENTIAL,Y,,,
92366,11,2018,RESIDENTIAL,Y,,,
92366,12,2018,RESIDENTIAL,Y,,,
92371,10,2018,COMMERCIAL,Y,218,21895,100.4358
92371,10,2018,INDUSTRIAL,Y,,,
92371,10,2018,RESIDENTIAL,Y,407,9301,22.8526
92371,11,2018,COMMERCIAL,Y,,,
92371,11,2018,INDUSTRIAL,Y,,,
92371,11,2018,RESIDENTIAL,Y,407,16769,41.2015
92371,12,2018,COMMERCIAL,Y,,,
92371,12,2018,INDUSTRIAL,Y,,,
92371,12,2018,RESIDENTIAL,Y,407,30209,74.2236
92372,10,2018,COMMERCIAL,Y,,,
92372,10,2018,RESIDENTIAL,N,353,6988,19.7960
92372,11,2018,COMMERCIAL,Y,,,
92372,11,2018,RESIDENTIAL,N,353,14712,41.6771
92372,12,2018,COMMERCIAL,Y,,,
92372,12,2018,RESIDENTIAL,N,353,24315,68.8810
92373,10,2018,COMMERCIAL,Y,,,
92373,10,2018,INDUSTRIAL,Y,,,
92373,10,2018,RESIDENTIAL,N,14880,225372,15.1460
92373,11,2018,COMMERCIAL,Y,,,
92373,11,2018,INDUSTRIAL,Y,,,
92373,11,2018,RESIDENTIAL,N,14872,315254,21.1978
92373,12,2018,COMMERCIAL,Y,,,
92373,12,2018,INDUSTRIAL,Y,,,
92373,12,2018,RESIDENTIAL,N,14880,626530,42.1055
92374,10,2018,COMMERCIAL,Y,4004,4349440,1086.2737
92374,10,2018,RESIDENTIAL,N,14513,260417,17.9437
92374,11,2018,COMMERCIAL,Y,5197,5538095,1065.6331
92374,11,2018,RESIDENTIAL,N,14513,400618,27.6041
92374,12,2018,COMMERCIAL,Y,2376,2080027,875.4322
92374,12,2018,RESIDENTIAL,N,14516,669518,46.1228
92375,10,2018,RESIDENTIAL,Y,,,
92375,11,2018,RESIDENTIAL,Y,,,
92375,12,2018,RESIDENTIAL,Y,,,
92376,10,2018,COMMERCIAL,Y,1149,451444,392.9017
92376,10,2018,INDUSTRIAL,Y,,,
92376,10,2018,RESIDENTIAL,N,20781,374766,18.0341
92376,11,2018,COMMERCIAL,Y,935,340457,364.1251
92376,11,2018,INDUSTRIAL,Y,,,
92376,11,2018,RESIDENTIAL,N,20778,435944,20.9810
92376,12,2018,COMMERCIAL,Y,1865,897361,481.1587
92376,12,2018,INDUSTRIAL,Y,,,
92376,12,2018,RESIDENTIAL,N,20782,732466,35.2452
92377,10,2018,COMMERCIAL,Y,,,
92377,10,2018,INDUSTRIAL,Y,,,
92377,10,2018,RESIDENTIAL,N,5779,95802,16.5776
92377,11,2018,COMMERCIAL,Y,,,
92377,11,2018,INDUSTRIAL,Y,,,
92377,11,2018,RESIDENTIAL,N,5778,118056,20.4320
92377,12,2018,COMMERCIAL,Y,,,
92377,12,2018,INDUSTRIAL,Y,,,
92377,12,2018,RESIDENTIAL,N,5781,216434,37.4389
92378,10,2018,COMMERCIAL,Y,,,
92378,10,2018,INDUSTRIAL,Y,,,
92378,10,2018,RESIDENTIAL,N,291,7173,24.6495
92378,11,2018,COMMERCIAL,Y,,,
92378,11,2018,INDUSTRIAL,Y,,,
92378,11,2018,RESIDENTIAL,N,290,11387,39.2655
92378,12,2018,COMMERCIAL,N,30,6245,208.1667
92378,12,2018,INDUSTRIAL,Y,,,
92378,12,2018,RESIDENTIAL,N,291,17425,59.8797
92382,10,2018,COMMERCIAL,Y,,,
92382,10,2018,INDUSTRIAL,Y,,,
92382,10,2018,RESIDENTIAL,N,3655,46356,12.6829
92382,11,2018,COMMERCIAL,Y,,,
92382,11,2018,INDUSTRIAL,Y,,,
92382,11,2018,RESIDENTIAL,N,3657,123301,33.7164
92382,12,2018,COMMERCIAL,Y,,,
92382,12,2018,INDUSTRIAL,Y,,,
92382,12,2018,RESIDENTIAL,N,3658,211530,57.8267
92385,10,2018,COMMERCIAL,Y,,,
92385,10,2018,RESIDENTIAL,N,151,2262,14.9801
92385,11,2018,COMMERCIAL,Y,,,
92385,11,2018,RESIDENTIAL,N,151,6652,44.0530
92385,12,2018,COMMERCIAL,Y,,,
92385,12,2018,RESIDENTIAL,N,151,12383,82.0066
92386,10,2018,RESIDENTIAL,Y,,,
92386,11,2018,RESIDENTIAL,Y,,,
92386,12,2018,RESIDENTIAL,Y,,,
92391,10,2018,COMMERCIAL,N,49,11122,226.9796
92391,10,2018,INDUSTRIAL,Y,,,
92391,10,2018,RESIDENTIAL,N,1905,56422,29.6178
92391,11,2018,COMMERCIAL,N,49,15036,306.8571
92391,11,2018,INDUSTRIAL,Y,,,
92391,11,2018,RESIDENTIAL,N,1906,87741,46.0341
92391,12,2018,COMMERCIAL,N,49,22949,468.3469
92391,12,2018,INDUSTRIAL,Y,,,
92391,12,2018,RESIDENTIAL,N,1904,146267,76.8209
92392,10,2018,RESIDENTIAL,Y,,,
92392,11,2018,RESIDENTIAL,Y,,,
92392,12,2018,RESIDENTIAL,Y,,,
92397,10,2018,COMMERCIAL,Y,,,
92397,10,2018,INDUSTRIAL,Y,,,
92397,10,2018,RESIDENTIAL,N,2892,47178,16.3133
92397,11,2018,COMMERCIAL,Y,94,10366,110.2766
92397,11,2018,INDUSTRIAL,Y,,,
92397,11,2018,RESIDENTIAL,N,2892,117144,40.5062
92397,12,2018,COMMERCIAL,Y,94,18758,199.5532
92397,12,2018,INDUSTRIAL,Y,,,
92397,12,2018,RESIDENTIAL,N,2893,221486,76.5593
92399,10,2018,COMMERCIAL,N,505,65349,129.4040
92399,10,2018,INDUSTRIAL,Y,,,
92399,10,2018,RESIDENTIAL,N,17466,431964,24.7317
92399,11,2018,COMMERCIAL,N,504,77853,154.4702
92399,11,2018,INDUSTRIAL,Y,,,
92399,11,2018,RESIDENTIAL,N,17470,754164,43.1691
92399,12,2018,COMMERCIAL,N,504,107964,214.2143
92399,12,2018,INDUSTRIAL,Y,,,
92399,12,2018,RESIDENTIAL,N,17470,1262270,72.2536
92401,10,2018,COMMERCIAL,Y,,,
92401,10,2018,INDUSTRIAL,Y,,,
92401,10,2018,RESIDENTIAL,N,640,10936,17.0875
92401,11,2018,COMMERCIAL,Y,,,
92401,11,2018,INDUSTRIAL,Y,,,
92401,11,2018,RESIDENTIAL,N,641,13589,21.1997
92401,12,2018,COMMERCIAL,Y,,,
92401,12,2018,INDUSTRIAL,Y,,,
92401,12,2018,RESIDENTIAL,N,641,21329,33.2746
92404,10,2018,COMMERCIAL,Y,,,
92404,10,2018,INDUSTRIAL,Y,,,
92404,10,2018,RESIDENTIAL,N,18212,332155,18.2382
92404,11,2018,COMMERCIAL,Y,,,
92404,11,2018,INDUSTRIAL,Y,,,
92404,11,2018,RESIDENTIAL,N,18217,416007,22.8362
92404,12,2018,COMMERCIAL,Y,,,
92404,12,2018,INDUSTRIAL,Y,,,
92404,12,2018,RESIDENTIAL,N,18211,787712,43.2547
92405,10,2018,COMMERCIAL,Y,,,
92405,10,2018,INDUSTRIAL,Y,,,
92405,10,2018,RESIDENTIAL,N,9818,163473,16.6503
92405,11,2018,COMMERCIAL,Y,,,
92405,11,2018,INDUSTRIAL,Y,,,
92405,11,2018,RESIDENTIAL,N,9827,210943,21.4657
92405,12,2018,COMMERCIAL,Y,,,
92405,12,2018,INDUSTRIAL,Y,,,
92405,12,2018,RESIDENTIAL,N,9827,398912,40.5935
92407,10,2018,COMMERCIAL,Y,1229,269000,218.8771
92407,10,2018,INDUSTRIAL,Y,,,
92407,10,2018,RESIDENTIAL,N,19910,341778,17.1661
92407,11,2018,COMMERCIAL,Y,1975,632726,320.3676
92407,11,2018,INDUSTRIAL,Y,,,
92407,11,2018,RESIDENTIAL,N,19915,402384,20.2051
92407,12,2018,COMMERCIAL,Y,,,
92407,12,2018,INDUSTRIAL,Y,,,
92407,12,2018,RESIDENTIAL,N,19917,748081,37.5599
92408,10,2018,COMMERCIAL,Y,,,
92408,10,2018,INDUSTRIAL,Y,,,
92408,10,2018,RESIDENTIAL,N,3500,63363,18.1037
92408,11,2018,COMMERCIAL,Y,,,
92408,11,2018,INDUSTRIAL,Y,,,
92408,11,2018,RESIDENTIAL,N,3500,75082,21.4520
92408,12,2018,COMMERCIAL,Y,639,419153,655.9515
92408,12,2018,INDUSTRIAL,Y,,,
92408,12,2018,RESIDENTIAL,N,3500,129002,36.8577
92410,10,2018,COMMERCIAL,Y,431,108935,252.7494
92410,10,2018,INDUSTRIAL,Y,,,
92410,10,2018,RESIDENTIAL,N,13198,229757,17.4085
92410,11,2018,COMMERCIAL,Y,432,128727,297.9792
92410,11,2018,INDUSTRIAL,Y,,,
92410,11,2018,RESIDENTIAL,N,13206,276717,20.9539
92410,12,2018,COMMERCIAL,Y,644,248076,385.2112
92410,12,2018,INDUSTRIAL,Y,,,
92410,12,2018,RESIDENTIAL,N,13206,439922,33.3123
92411,10,2018,COMMERCIAL,Y,,,
92411,10,2018,INDUSTRIAL,Y,,,
92411,10,2018,RESIDENTIAL,N,7133,142982,20.0451
92411,11,2018,COMMERCIAL,Y,,,
92411,11,2018,INDUSTRIAL,Y,,,
92411,11,2018,RESIDENTIAL,N,7136,184423,25.8440
92411,12,2018,COMMERCIAL,Y,,,
92411,12,2018,INDUSTRIAL,Y,,,
92411,12,2018,RESIDENTIAL,N,7132,288577,40.4623
92415,10,2018,COMMERCIAL,Y,,,
92415,11,2018,COMMERCIAL,Y,,,
92415,12,2018,COMMERCIAL,Y,,,
92424,10,2018,RESIDENTIAL,Y,,,
92424,11,2018,RESIDENTIAL,Y,,,
92424,12,2018,RESIDENTIAL,Y,,,
92501,10,2018,COMMERCIAL,Y,,,
92501,10,2018,INDUSTRIAL,Y,,,
92501,10,2018,RESIDENTIAL,N,7040,107675,15.2947
92501,11,2018,COMMERCIAL,Y,,,
92501,11,2018,INDUSTRIAL,Y,,,
92501,11,2018,RESIDENTIAL,N,7038,124619,17.7066
92501,12,2018,COMMERCIAL,Y,,,
92501,12,2018,INDUSTRIAL,Y,,,
92501,12,2018,RESIDENTIAL,N,7041,224286,31.8543
92503,10,2018,COMMERCIAL,Y,1278,481340,376.6354
92503,10,2018,INDUSTRIAL,Y,,,
92503,10,2018,RESIDENTIAL,N,25045,444796,17.7599
92503,11,2018,COMMERCIAL,Y,1277,549631,430.4080
92503,11,2018,INDUSTRIAL,Y,,,
92503,11,2018,RESIDENTIAL,N,25051,536706,21.4245
92503,12,2018,COMMERCIAL,Y,1274,729977,572.9804
92503,12,2018,INDUSTRIAL,Y,,,
92503,12,2018,RESIDENTIAL,N,25048,863448,34.4717
92504,10,2018,COMMERCIAL,Y,,,
92504,10,2018,INDUSTRIAL,Y,,,
92504,10,2018,RESIDENTIAL,N,15477,299780,19.3694
92504,11,2018,COMMERCIAL,Y,,,
92504,11,2018,INDUSTRIAL,Y,,,
92504,11,2018,RESIDENTIAL,N,15484,382349,24.6932
92504,12,2018,COMMERCIAL,Y,,,
92504,12,2018,INDUSTRIAL,Y,,,
92504,12,2018,RESIDENTIAL,N,15479,711859,45.9887
92505,10,2018,COMMERCIAL,Y,,,
92505,10,2018,INDUSTRIAL,Y,,,
92505,10,2018,RESIDENTIAL,N,15199,266255,17.5179
92505,11,2018,COMMERCIAL,Y,,,
92505,11,2018,INDUSTRIAL,Y,,,
92505,11,2018,RESIDENTIAL,N,15200,321559,21.1552
92505,12,2018,COMMERCIAL,Y,,,
92505,12,2018,INDUSTRIAL,Y,,,
92505,12,2018,RESIDENTIAL,N,15199,538127,35.4054
92506,10,2018,COMMERCIAL,Y,655,182674,278.8916
92506,10,2018,INDUSTRIAL,Y,,,
92506,10,2018,RESIDENTIAL,N,16535,297503,17.9923
92506,11,2018,COMMERCIAL,Y,1466,679658,463.6139
92506,11,2018,INDUSTRIAL,Y,,,
92506,11,2018,RESIDENTIAL,N,16538,346041,20.9240
92506,12,2018,COMMERCIAL,Y,1060,507058,478.3566
92506,12,2018,INDUSTRIAL,Y,,,
92506,12,2018,RESIDENTIAL,N,16542,790530,47.7893
92507,10,2018,COMMERCIAL,Y,,,
92507,10,2018,INDUSTRIAL,Y,,,
92507,10,2018,RESIDENTIAL,N,18452,274009,14.8498
92507,11,2018,COMMERCIAL,Y,,,
92507,11,2018,INDUSTRIAL,Y,,,
92507,11,2018,RESIDENTIAL,N,18445,341790,18.5302
92507,12,2018,COMMERCIAL,Y,,,
92507,12,2018,INDUSTRIAL,Y,,,
92507,12,2018,RESIDENTIAL,N,18452,539469,29.2363
92508,10,2018,COMMERCIAL,Y,,,
92508,10,2018,INDUSTRIAL,Y,,,
92508,10,2018,RESIDENTIAL,N,10976,204757,18.6550
92508,11,2018,COMMERCIAL,Y,,,
92508,11,2018,INDUSTRIAL,Y,,,
92508,11,2018,RESIDENTIAL,N,10980,267821,24.3917
92508,12,2018,COMMERCIAL,Y,,,
92508,12,2018,INDUSTRIAL,Y,,,
92508,12,2018,RESIDENTIAL,N,10977,540655,49.2534
92509,10,2018,COMMERCIAL,Y,,,
92509,10,2018,INDUSTRIAL,Y,,,
92509,10,2018,RESIDENTIAL,N,19561,361968,18.5046
92509,11,2018,COMMERCIAL,Y,,,
