ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalTherms,AverageTherms
90715,10,2018,RESIDENTIAL,N,5702,107257,18.8104
90715,11,2018,COMMERCIAL,N,85,23753,279.4471
90715,11,2018,RESIDENTIAL,N,5705,115708,20.2819
90715,12,2018,COMMERCIAL,N,85,29801,350.6000
90715,12,2018,RESIDENTIAL,N,5704,193736,33.9649
90716,10,2018,COMMERCIAL,Y,,,
90716,10,2018,INDUSTRIAL,Y,,,
90716,10,2018,RESIDENTIAL,N,2934,62151,21.1830
90716,11,2018,COMMERCIAL,Y,,,
90716,11,2018,INDUSTRIAL,Y,,,
90716,11,2018,RESIDENTIAL,N,2936,64904,22.1063
90716,12,2018,COMMERCIAL,Y,,,
90716,12,2018,INDUSTRIAL,Y,,,
90716,12,2018,RESIDENTIAL,N,2935,94791,32.2968
90717,10,2018,COMMERCIAL,N,298,48433,162.5268
90717,10,2018,INDUSTRIAL,Y,,,
90717,10,2018,RESIDENTIAL,N,7664,133867,17.4670
90717,11,2018,COMMERCIAL,N,298,47034,157.8322
90717,11,2018,INDUSTRIAL,Y,,,
90717,11,2018,RESIDENTIAL,N,7666,146573,19.1199
90717,12,2018,COMMERCIAL,N,298,54879,184.1577
90717,12,2018,INDUSTRIAL,Y,,,
90717,12,2018,RESIDENTIAL,N,7668,236195,30.8027
90720,10,2018,COMMERCIAL,Y,479,138211,288.5407
90720,10,2018,INDUSTRIAL,Y,,,
90720,10,2018,RESIDENTIAL,N,7566,153882,20.3386
90720,11,2018,COMMERCIAL,Y,479,163337,340.9958
90720,11,2018,INDUSTRIAL,Y,,,
90720,11,2018,RESIDENTIAL,N,7569,194039,25.6360
90720,12,2018,COMMERCIAL,Y,479,188918,394.4008
90720,12,2018,INDUSTRIAL,Y,,,
90720,12,2018,RESIDENTIAL,N,7570,336361,44.4334
90723,10,2018,COMMERCIAL,Y,,,
90723,10,2018,INDUSTRIAL,Y,,,
90723,10,2018,RESIDENTIAL,N,12850,242490,18.8708
90723,11,2018,COMMERCIAL,Y,,,
90723,11,2018,INDUSTRIAL,Y,,,
90723,11,2018,RESIDENTIAL,N,12851,274208,21.3375
90723,12,2018,COMMERCIAL,Y,,,
90723,12,2018,INDUSTRIAL,Y,,,
90723,12,2018,RESIDENTIAL,N,12851,338962,26.3763
90731,10,2018,COMMERCIAL,Y,1397,821830,588.2820
90731,10,2018,RESIDENTIAL,N,21605,358963,16.6148
90731,11,2018,COMMERCIAL,Y,1135,681048,600.0423
90731,11,2018,RESIDENTIAL,N,21605,394303,18.2505
90731,12,2018,COMMERCIAL,Y,841,474503,564.2128
90731,12,2018,RESIDENTIAL,N,21613,552404,25.5589
90732,10,2018,COMMERCIAL,N,163,34062,208.9693
90732,10,2018,RESIDENTIAL,N,8188,145174,17.7301
90732,11,2018,COMMERCIAL,N,163,34426,211.2025
90732,11,2018,RESIDENTIAL,N,8191,172270,21.0316
90732,12,2018,COMMERCIAL,N,163,43750,268.4049
90732,12,2018,RESIDENTIAL,N,8188,293147,35.8020
90740,10,2018,COMMERCIAL,Y,253,95470,377.3518
90740,10,2018,INDUSTRIAL,Y,,,
90740,10,2018,RESIDENTIAL,N,6134,116878,19.0541
90740,11,2018,COMMERCIAL,Y,252,100292,397.9841
90740,11,2018,INDUSTRIAL,Y,,,
90740,11,2018,RESIDENTIAL,N,6134,139638,22.7646
90740,12,2018,COMMERCIAL,Y,798,522250,654.4486
90740,12,2018,INDUSTRIAL,Y,,,
90740,12,2018,RESIDENTIAL,N,6136,264269,43.0686
90742,10,2018,COMMERCIAL,Y,,,
90742,10,2018,INDUSTRIAL,Y,,,
90742,10,2018,RESIDENTIAL,N,536,8811,16.4384
90742,11,2018,COMMERCIAL,Y,,,
90742,11,2018,INDUSTRIAL,Y,,,
90742,11,2018,RESIDENTIAL,N,536,9631,17.9683
90742,12,2018,COMMERCIAL,Y,,,
90742,12,2018,INDUSTRIAL,Y,,,
90742,12,2018,RESIDENTIAL,N,537,18476,34.4060
90743,10,2018,RESIDENTIAL,N,273,3609,13.2198
90743,11,2018,RESIDENTIAL,N,272,3849,14.1507
90743,12,2018,RESIDENTIAL,N,273,7964,29.1722
90744,10,2018,RESIDENTIAL,N,14302,232531,16.2586
90744,11,2018,RESIDENTIAL,N,14305,267790,18.7200
90744,12,2018,RESIDENTIAL,N,14307,368119,25.7300
90745,10,2018,COMMERCIAL,Y,,,
90745,10,2018,RESIDENTIAL,N,14724,286123,19.4324
90745,11,2018,COMMERCIAL,Y,,,
90745,11,2018,RESIDENTIAL,N,14726,338823,23.0085
90745,12,2018,COMMERCIAL,Y,,,
90745,12,2018,RESIDENTIAL,N,14722,528699,35.9122
90746,10,2018,COMMERCIAL,Y,,,
90746,10,2018,INDUSTRIAL,Y,,,
90746,10,2018,RESIDENTIAL,N,7973,167314,20.9851
90746,11,2018,COMMERCIAL,Y,,,
90746,11,2018,INDUSTRIAL,Y,,,
90746,11,2018,RESIDENTIAL,N,7973,241441,30.2823
90746,12,2018,COMMERCIAL,Y,934,747385,800.1981
90746,12,2018,INDUSTRIAL,Y,,,
90746,12,2018,RESIDENTIAL,N,7971,426911,53.5580
90747,10,2018,COMMERCIAL,Y,,,
90747,11,2018,COMMERCIAL,Y,,,
90747,12,2018,COMMERCIAL,Y,,,
90755,10,2018,INDUSTRIAL,Y,,,
90755,11,2018,INDUSTRIAL,Y,,,
90755,12,2018,INDUSTRIAL,Y,,,
90802,10,2018,COMMERCIAL,Y,,,
90802,10,2018,INDUSTRIAL,Y,,,
90802,11,2018,COMMERCIAL,Y,,,
90802,11,2018,INDUSTRIAL,Y,,,
90802,12,2018,COMMERCIAL,Y,,,
90802,12,2018,INDUSTRIAL,Y,,,
90803,10,2018,COMMERCIAL,Y,,,
90803,10,2018,INDUSTRIAL,Y,,,
90803,11,2018,COMMERCIAL,Y,,,
90803,11,2018,INDUSTRIAL,Y,,,
90803,12,2018,COMMERCIAL,Y,,,
90803,12,2018,INDUSTRIAL,Y,,,
90804,10,2018,RESIDENTIAL,Y,,,
90804,11,2018,RESIDENTIAL,Y,,,
90804,12,2018,RESIDENTIAL,Y,,,
90805,10,2018,COMMERCIAL,Y,,,
90805,10,2018,RESIDENTIAL,Y,,,
90805,11,2018,COMMERCIAL,Y,,,
90805,11,2018,RESIDENTIAL,Y,,,
90805,12,2018,COMMERCIAL,Y,,,
90805,12,2018,RESIDENTIAL,Y,,,
90807,10,2018,COMMERCIAL,Y,,,
90807,11,2018,COMMERCIAL,Y,,,
90807,12,2018,COMMERCIAL,Y,,,
90808,10,2018,RESIDENTIAL,Y,,,
90808,11,2018,RESIDENTIAL,Y,,,
90808,12,2018,RESIDENTIAL,Y,,,
90810,10,2018,COMMERCIAL,Y,,,
90810,10,2018,RESIDENTIAL,N,2115,41350,19.5508
90810,11,2018,COMMERCIAL,Y,,,
90810,11,2018,RESIDENTIAL,N,2115,51910,24.5437
90810,12,2018,COMMERCIAL,Y,,,
90810,12,2018,RESIDENTIAL,N,2112,75396,35.6989
90895,10,2018,COMMERCIAL,Y,,,
90895,11,2018,COMMERCIAL,Y,,,
90895,12,2018,COMMERCIAL,Y,,,
91001,10,2018,COMMERCIAL,Y,1150,253123,220.1070
91001,10,2018,INDUSTRIAL,Y,,,
91001,10,2018,RESIDENTIAL,N,13235,237522,17.9465
91001,11,2018,COMMERCIAL,Y,,,
91001,11,2018,INDUSTRIAL,Y,,,
91001,11,2018,RESIDENTIAL,N,13235,319003,24.1030
91001,12,2018,COMMERCIAL,Y,,,
91001,12,2018,INDUSTRIAL,Y,,,
91001,12,2018,RESIDENTIAL,N,13235,657902,49.7093
91006,10,2018,COMMERCIAL,Y,,,
91006,10,2018,INDUSTRIAL,Y,,,
91006,10,2018,RESIDENTIAL,N,11491,210115,18.2852
91006,11,2018,COMMERCIAL,Y,,,
91006,11,2018,INDUSTRIAL,Y,,,
91006,11,2018,RESIDENTIAL,N,11492,290303,25.2613
91006,12,2018,COMMERCIAL,Y,,,
91006,12,2018,INDUSTRIAL,Y,,,
91006,12,2018,RESIDENTIAL,N,11493,546055,47.5120
91007,10,2018,COMMERCIAL,Y,,,
91007,10,2018,INDUSTRIAL,Y,,,
91007,10,2018,RESIDENTIAL,N,11477,197471,17.2058
91007,11,2018,COMMERCIAL,Y,,,
91007,11,2018,INDUSTRIAL,Y,,,
91007,11,2018,RESIDENTIAL,N,11480,231571,20.1717
91007,12,2018,COMMERCIAL,Y,,,
91007,12,2018,INDUSTRIAL,Y,,,
91007,12,2018,RESIDENTIAL,N,11483,434068,37.8009
91008,10,2018,COMMERCIAL,Y,,,
91008,10,2018,RESIDENTIAL,N,430,14435,33.5698
91008,11,2018,COMMERCIAL,Y,,,
91008,11,2018,RESIDENTIAL,N,430,17007,39.5512
91008,12,2018,COMMERCIAL,Y,,,
91008,12,2018,RESIDENTIAL,N,432,33239,76.9421
91010,10,2018,COMMERCIAL,Y,,,
91010,10,2018,INDUSTRIAL,Y,,,
91010,10,2018,RESIDENTIAL,N,7444,143698,19.3039
91010,11,2018,COMMERCIAL,Y,,,
91010,11,2018,INDUSTRIAL,Y,,,
91010,11,2018,RESIDENTIAL,N,7444,173959,23.3690
91010,12,2018,COMMERCIAL,Y,,,
91010,12,2018,INDUSTRIAL,Y,,,
91010,12,2018,RESIDENTIAL,N,7444,272516,36.6088
91011,10,2018,COMMERCIAL,Y,,,
91011,10,2018,INDUSTRIAL,Y,,,
91011,10,2018,RESIDENTIAL,Y,7301,226853,31.0715
91011,11,2018,COMMERCIAL,Y,,,
91011,11,2018,INDUSTRIAL,Y,,,
91011,11,2018,RESIDENTIAL,Y,7302,308442,42.2408
91011,12,2018,COMMERCIAL,Y,,,
91011,12,2018,INDUSTRIAL,Y,,,
91011,12,2018,RESIDENTIAL,Y,7303,620640,84.9843
91016,10,2018,COMMERCIAL,N,605,148762,245.8876
91016,10,2018,INDUSTRIAL,Y,,,
91016,10,2018,RESIDENTIAL,N,15644,283198,18.1027
91016,11,2018,COMMERCIAL,Y,1507,669071,443.9754
91016,11,2018,INDUSTRIAL,Y,,,
91016,11,2018,RESIDENTIAL,N,15650,380678,24.3245
91016,12,2018,COMMERCIAL,Y,777,248906,320.3423
91016,12,2018,INDUSTRIAL,Y,,,
91016,12,2018,RESIDENTIAL,N,15648,621598,39.7238
91020,10,2018,COMMERCIAL,Y,257,30352,118.1012
91020,10,2018,INDUSTRIAL,Y,,,
91020,10,2018,RESIDENTIAL,N,3410,50187,14.7176
91020,11,2018,COMMERCIAL,Y,257,30864,120.0934
91020,11,2018,INDUSTRIAL,Y,,,
91020,11,2018,RESIDENTIAL,N,3410,60571,17.7628
91020,12,2018,COMMERCIAL,Y,257,38478,149.7198
91020,12,2018,INDUSTRIAL,Y,,,
91020,12,2018,RESIDENTIAL,N,3409,107385,31.5004
91024,10,2018,COMMERCIAL,Y,,,
91024,10,2018,INDUSTRIAL,Y,,,
91024,10,2018,RESIDENTIAL,N,4940,76681,15.5225
91024,11,2018,COMMERCIAL,Y,,,
91024,11,2018,INDUSTRIAL,Y,,,
91024,11,2018,RESIDENTIAL,N,4939,94045,19.0413
91024,12,2018,COMMERCIAL,Y,,,
91024,12,2018,INDUSTRIAL,Y,,,
91024,12,2018,RESIDENTIAL,N,4942,187223,37.8841
91030,10,2018,COMMERCIAL,Y,290,49604,171.0483
91030,10,2018,INDUSTRIAL,Y,,,
91030,10,2018,RESIDENTIAL,N,10831,167641,15.4779
91030,11,2018,COMMERCIAL,Y,464,104981,226.2522
91030,11,2018,INDUSTRIAL,Y,,,
91030,11,2018,RESIDENTIAL,N,10833,219154,20.2302
91030,12,2018,COMMERCIAL,Y,463,142551,307.8855
91030,12,2018,INDUSTRIAL,Y,,,
91030,12,2018,RESIDENTIAL,N,10834,459278,42.3923
91040,10,2018,COMMERCIAL,Y,212,32718,154.3302
91040,10,2018,INDUSTRIAL,Y,,,
91040,10,2018,RESIDENTIAL,N,7740,133782,17.2845
91040,11,2018,COMMERCIAL,Y,212,35365,166.8160
91040,11,2018,INDUSTRIAL,Y,,,
91040,11,2018,RESIDENTIAL,N,7737,188970,24.4242
91040,12,2018,COMMERCIAL,N,137,29685,216.6788
91040,12,2018,INDUSTRIAL,Y,,,
91040,12,2018,RESIDENTIAL,N,7737,367007,47.4353
91042,10,2018,COMMERCIAL,N,205,30339,147.9951
91042,10,2018,INDUSTRIAL,Y,,,
91042,10,2018,RESIDENTIAL,N,10442,157141,15.0489
91042,11,2018,COMMERCIAL,N,205,33045,161.1951
91042,11,2018,INDUSTRIAL,Y,,,
91042,11,2018,RESIDENTIAL,N,10442,193808,18.5604
91042,12,2018,COMMERCIAL,N,205,47743,232.8927
91042,12,2018,INDUSTRIAL,Y,,,
91042,12,2018,RESIDENTIAL,N,10442,379571,36.3504
91046,10,2018,COMMERCIAL,Y,,,
91046,10,2018,RESIDENTIAL,Y,,,
91046,11,2018,COMMERCIAL,Y,,,
91046,11,2018,RESIDENTIAL,Y,,,
91046,12,2018,COMMERCIAL,Y,,,
91046,12,2018,RESIDENTIAL,Y,,,
91101,10,2018,COMMERCIAL,N,465,210746,453.2172
91101,10,2018,INDUSTRIAL,Y,,,
91101,10,2018,RESIDENTIAL,N,8106,127655,15.7482
91101,11,2018,COMMERCIAL,N,465,234106,503.4538
91101,11,2018,INDUSTRIAL,Y,,,
91101,11,2018,RESIDENTIAL,N,8110,157128,19.3746
91101,12,2018,COMMERCIAL,Y,733,448812,612.2947
91101,12,2018,INDUSTRIAL,Y,,,
91101,12,2018,RESIDENTIAL,N,8109,222009,27.3781
91103,10,2018,COMMERCIAL,N,268,81966,305.8433
91103,10,2018,INDUSTRIAL,Y,,,
91103,10,2018,RESIDENTIAL,N,8298,210694,25.3909
91103,11,2018,COMMERCIAL,Y,500,133191,266.3820
91103,11,2018,INDUSTRIAL,Y,,,
91103,11,2018,RESIDENTIAL,N,8297,257984,31.0936
91103,12,2018,COMMERCIAL,Y,,,
91103,12,2018,INDUSTRIAL,Y,,,
91103,12,2018,RESIDENTIAL,N,8298,442356,53.3087
91104,10,2018,COMMERCIAL,N,309,58803,190.3010
91104,10,2018,INDUSTRIAL,Y,,,
91104,10,2018,RESIDENTIAL,N,13386,236407,17.6608
91104,11,2018,COMMERCIAL,Y,927,252344,272.2157
91104,11,2018,INDUSTRIAL,Y,,,
91104,11,2018,RESIDENTIAL,N,13387,356945,26.6636
91104,12,2018,COMMERCIAL,Y,545,130209,238.9156
91104,12,2018,INDUSTRIAL,Y,,,
91104,12,2018,RESIDENTIAL,N,13389,655306,48.9436
91105,10,2018,COMMERCIAL,Y,,,
91105,10,2018,INDUSTRIAL,Y,,,
91105,10,2018,RESIDENTIAL,N,5880,148464,25.2490
91105,11,2018,COMMERCIAL,Y,,,
91105,11,2018,INDUSTRIAL,Y,,,
91105,11,2018,RESIDENTIAL,N,5882,193688,32.9289
91105,12,2018,COMMERCIAL,Y,,,
91105,12,2018,INDUSTRIAL,Y,,,
91105,12,2018,RESIDENTIAL,N,5883,402910,68.4872
91106,10,2018,COMMERCIAL,Y,,,
91106,10,2018,INDUSTRIAL,Y,,,
91106,10,2018,RESIDENTIAL,N,10173,181495,17.8409
91106,11,2018,COMMERCIAL,Y,,,
91106,11,2018,INDUSTRIAL,Y,,,
91106,11,2018,RESIDENTIAL,N,10177,231392,22.7368
91106,12,2018,INDUSTRIAL,Y,,,
91106,12,2018,RESIDENTIAL,N,10178,423198,41.5797
91107,10,2018,COMMERCIAL,Y,,,
91107,10,2018,INDUSTRIAL,Y,,,
91107,10,2018,RESIDENTIAL,N,13563,221078,16.3001
91107,11,2018,COMMERCIAL,Y,,,
91107,11,2018,INDUSTRIAL,Y,,,
91107,11,2018,RESIDENTIAL,N,13559,296951,21.9007
91107,12,2018,COMMERCIAL,Y,1674,944015,563.9277
91107,12,2018,INDUSTRIAL,Y,,,
91107,12,2018,RESIDENTIAL,N,13558,634976,46.8340
91108,10,2018,COMMERCIAL,Y,,,
91108,10,2018,INDUSTRIAL,Y,,,
91108,10,2018,RESIDENTIAL,N,4747,119935,25.2654
91108,11,2018,COMMERCIAL,Y,,,
91108,11,2018,INDUSTRIAL,Y,,,
91108,11,2018,RESIDENTIAL,N,4749,166861,35.1360
91108,12,2018,COMMERCIAL,Y,,,
91108,12,2018,INDUSTRIAL,Y,,,
91108,12,2018,RESIDENTIAL,N,4749,393593,82.8791
91121,10,2018,INDUSTRIAL,Y,,,
91121,11,2018,INDUSTRIAL,Y,,,
91121,12,2018,INDUSTRIAL,Y,,,
91124,10,2018,COMMERCIAL,Y,,,
91124,11,2018,COMMERCIAL,Y,,,
91124,12,2018,COMMERCIAL,Y,,,
91125,10,2018,COMMERCIAL,Y,,,
91125,11,2018,COMMERCIAL,Y,,,
91125,12,2018,COMMERCIAL,Y,,,
91201,10,2018,COMMERCIAL,Y,,,
91201,10,2018,INDUSTRIAL,Y,,,
91201,10,2018,RESIDENTIAL,N,9038,136549,15.1083
91201,11,2018,COMMERCIAL,Y,,,
91201,11,2018,INDUSTRIAL,Y,,,
91201,11,2018,RESIDENTIAL,N,9035,168704,18.6723
91201,12,2018,COMMERCIAL,Y,,,
91201,12,2018,INDUSTRIAL,Y,,,
91201,12,2018,RESIDENTIAL,N,9036,323715,35.8250
91202,10,2018,COMMERCIAL,Y,,,
91202,10,2018,INDUSTRIAL,Y,,,
91202,10,2018,RESIDENTIAL,N,8522,160911,18.8818
91202,11,2018,COMMERCIAL,Y,,,
91202,11,2018,INDUSTRIAL,Y,,,
91202,11,2018,RESIDENTIAL,N,8523,224193,26.3045
91202,12,2018,COMMERCIAL,Y,,,
91202,12,2018,INDUSTRIAL,Y,,,
91202,12,2018,RESIDENTIAL,N,8519,397586,46.6705
91203,10,2018,COMMERCIAL,Y,453,114610,253.0022
91203,10,2018,INDUSTRIAL,Y,,,
91203,10,2018,RESIDENTIAL,N,6284,110656,17.6092
91203,11,2018,COMMERCIAL,Y,285,87123,305.6947
91203,11,2018,INDUSTRIAL,Y,,,
91203,11,2018,RESIDENTIAL,N,6283,126227,20.0902
91203,12,2018,COMMERCIAL,Y,285,102651,360.1789
91203,12,2018,INDUSTRIAL,Y,,,
91203,12,2018,RESIDENTIAL,N,6286,182733,29.0698
91204,10,2018,COMMERCIAL,Y,,,
91204,10,2018,INDUSTRIAL,Y,,,
91204,10,2018,RESIDENTIAL,N,5986,93528,15.6245
91204,11,2018,COMMERCIAL,Y,,,
91204,11,2018,INDUSTRIAL,Y,,,
91204,11,2018,RESIDENTIAL,N,5985,107479,17.9581
91204,12,2018,COMMERCIAL,Y,,,
91204,12,2018,INDUSTRIAL,Y,,,
91204,12,2018,RESIDENTIAL,N,5985,162470,27.1462
91205,10,2018,COMMERCIAL,Y,613,228933,373.4633
91205,10,2018,INDUSTRIAL,Y,,,
91205,10,2018,RESIDENTIAL,N,14508,217421,14.9863
91205,11,2018,COMMERCIAL,Y,613,250432,408.5351
91205,11,2018,INDUSTRIAL,Y,,,
91205,11,2018,RESIDENTIAL,N,14505,269624,18.5883
91205,12,2018,COMMERCIAL,Y,1373,683117,497.5361
91205,12,2018,INDUSTRIAL,Y,,,
91205,12,2018,RESIDENTIAL,N,14506,426122,29.3756
91206,10,2018,COMMERCIAL,Y,,,
91206,10,2018,INDUSTRIAL,Y,,,
91206,10,2018,RESIDENTIAL,N,13084,221314,16.9149
91206,11,2018,COMMERCIAL,Y,,,
91206,11,2018,INDUSTRIAL,Y,,,
91206,11,2018,RESIDENTIAL,N,13085,304353,23.2597
91206,12,2018,COMMERCIAL,Y,,,
91206,12,2018,INDUSTRIAL,Y,,,
91206,12,2018,RESIDENTIAL,N,13080,527674,40.3420
91207,10,2018,COMMERCIAL,Y,,,
91207,10,2018,INDUSTRIAL,Y,,,
91207,10,2018,RESIDENTIAL,N,4184,86699,20.7216
91207,11,2018,COMMERCIAL,Y,,,
91207,11,2018,INDUSTRIAL,Y,,,
91207,11,2018,RESIDENTIAL,N,4185,123275,29.4564
91207,12,2018,COMMERCIAL,Y,,,
91207,12,2018,INDUSTRIAL,Y,,,
91207,12,2018,RESIDENTIAL,N,4183,234421,56.0414
91208,10,2018,COMMERCIAL,Y,,,
91208,10,2018,INDUSTRIAL,Y,,,
91208,10,2018,RESIDENTIAL,N,6409,118724,18.5246
91208,11,2018,COMMERCIAL,Y,,,
91208,11,2018,INDUSTRIAL,Y,,,
91208,11,2018,RESIDENTIAL,N,6409,185532,28.9487
91208,12,2018,COMMERCIAL,Y,,,
91208,12,2018,INDUSTRIAL,Y,,,
91208,12,2018,RESIDENTIAL,N,6408,387963,60.5435
91210,10,2018,COMMERCIAL,Y,,,
91210,10,2018,RESIDENTIAL,N,108,4969,46.0093
91210,11,2018,COMMERCIAL,Y,,,
91210,11,2018,RESIDENTIAL,N,108,5458,50.5370
91210,12,2018,COMMERCIAL,Y,,,
91210,12,2018,RESIDENTIAL,N,108,7301,67.6019
91214,10,2018,COMMERCIAL,N,326,27736,85.0798
91214,10,2018,INDUSTRIAL,Y,,,
91214,10,2018,RESIDENTIAL,N,11414,204246,17.8943
91214,11,2018,COMMERCIAL,N,326,28021,85.9540
91214,11,2018,INDUSTRIAL,Y,,,
91214,11,2018,RESIDENTIAL,N,11413,282483,24.7510
91214,12,2018,COMMERCIAL,N,326,44865,137.6227
91214,12,2018,INDUSTRIAL,Y,,,
91214,12,2018,RESIDENTIAL,N,11411,605322,53.0472
91301,10,2018,COMMERCIAL,Y,,,
91301,10,2018,INDUSTRIAL,Y,,,
91301,10,2018,RESIDENTIAL,N,9276,261236,28.1626
91301,11,2018,COMMERCIAL,Y,,,
91301,11,2018,INDUSTRIAL,Y,,,
91301,11,2018,RESIDENTIAL,N,9272,263412,28.4094
91301,12,2018,COMMERCIAL,Y,,,
91301,12,2018,INDUSTRIAL,Y,,,
91301,12,2018,RESIDENTIAL,N,9274,407360,43.9250
91302,10,2018,COMMERCIAL,Y,,,
91302,10,2018,INDUSTRIAL,Y,,,
91302,10,2018,RESIDENTIAL,N,10012,390775,39.0307
91302,11,2018,COMMERCIAL,Y,,,
91302,11,2018,INDUSTRIAL,Y,,,
91302,11,2018,RESIDENTIAL,N,10007,437837,43.7531
91302,12,2018,COMMERCIAL,Y,1631,1012234,620.6217
91302,12,2018,INDUSTRIAL,Y,,,
91302,12,2018,RESIDENTIAL,N,10014,673605,67.2663
91303,10,2018,COMMERCIAL,Y,1377,418325,303.7945
91303,10,2018,INDUSTRIAL,Y,,,
91303,10,2018,RESIDENTIAL,N,9450,159687,16.8981
91303,11,2018,COMMERCIAL,Y,1243,385693,310.2920
91303,11,2018,INDUSTRIAL,Y,,,
91303,11,2018,RESIDENTIAL,N,9451,186737,19.7584
91303,12,2018,COMMERCIAL,Y,919,318004,346.0326
91303,12,2018,INDUSTRIAL,Y,,,
91303,12,2018,RESIDENTIAL,N,9459,300816,31.8021
91304,10,2018,COMMERCIAL,Y,,,
91304,10,2018,INDUSTRIAL,Y,,,
91304,10,2018,RESIDENTIAL,Y,14082,322409,22.8951
91304,11,2018,COMMERCIAL,Y,,,
91304,11,2018,INDUSTRIAL,Y,,,
91304,11,2018,RESIDENTIAL,Y,14082,414147,29.4097
91304,12,2018,COMMERCIAL,Y,,,
91304,12,2018,INDUSTRIAL,Y,,,
91304,12,2018,RESIDENTIAL,Y,14086,742070,52.6814
91306,10,2018,COMMERCIAL,N,194,41972,216.3505
91306,10,2018,INDUSTRIAL,Y,,,
91306,10,2018,RESIDENTIAL,N,13622,242678,17.8152
91306,11,2018,COMMERCIAL,N,194,45479,234.4278
91306,11,2018,INDUSTRIAL,Y,,,
91306,11,2018,RESIDENTIAL,N,13630,318766,23.3871
91306,12,2018,COMMERCIAL,N,193,54471,282.2332
91306,12,2018,INDUSTRIAL,Y,,,
91306,12,2018,RESIDENTIAL,N,13627,623278,45.7385
91307,10,2018,COMMERCIAL,Y,,,
91307,10,2018,INDUSTRIAL,Y,,,
91307,10,2018,RESIDENTIAL,N,9182,192393,20.9533
91307,11,2018,COMMERCIAL,Y,,,
91307,11,2018,INDUSTRIAL,Y,,,
91307,11,2018,RESIDENTIAL,N,9182,231089,25.1676
91307,12,2018,COMMERCIAL,Y,,,
91307,12,2018,INDUSTRIAL,Y,,,
91307,12,2018,RESIDENTIAL,N,9184,507517,55.2610
91310,10,2018,COMMERCIAL,Y,,,
91310,11,2018,COMMERCIAL,Y,,,
91310,12,2018,COMMERCIAL,Y,,,
91311,10,2018,COMMERCIAL,Y,4003,1584676,395.8721
91311,10,2018,INDUSTRIAL,Y,,,
91311,10,2018,RESIDENTIAL,N,11450,257014,22.4466
91311,11,2018,COMMERCIAL,Y,4545,2461393,541.5606
91311,11,2018,INDUSTRIAL,Y,,,
91311,11,2018,RESIDENTIAL,N,11450,324576,28.3472
91311,12,2018,COMMERCIAL,Y,2409,1438433,597.1079
91311,12,2018,INDUSTRIAL,Y,,,
91311,12,2018,RESIDENTIAL,N,11446,625739,54.6688
91316,10,2018,COMMERCIAL,Y,1027,204011,198.6475
91316,10,2018,RESIDENTIAL,N,9680,288818,29.8366
91316,11,2018,COMMERCIAL,Y,391,143115,366.0230
91316,11,2018,RESIDENTIAL,N,9680,320090,33.0671
91316,12,2018,COMMERCIAL,Y,648,233021,359.6003
91316,12,2018,RESIDENTIAL,N,9677,616297,63.6868
91320,10,2018,COMMERCIAL,Y,,,
91320,10,2018,INDUSTRIAL,Y,,,
91320,10,2018,RESIDENTIAL,Y,15122,351622,23.2523
91320,11,2018,COMMERCIAL,Y,961,543451,565.5057
91320,11,2018,INDUSTRIAL,Y,,,
91320,11,2018,RESIDENTIAL,Y,15124,375976,24.8596
91320,12,2018,COMMERCIAL,Y,1188,802803,675.7601
91320,12,2018,INDUSTRIAL,Y,,,
91320,12,2018,RESIDENTIAL,Y,15121,582251,38.5061
91321,10,2018,COMMERCIAL,Y,,,
91321,10,2018,INDUSTRIAL,Y,,,
91321,10,2018,RESIDENTIAL,N,11110,229745,20.6791
91321,11,2018,COMMERCIAL,Y,,,
91321,11,2018,INDUSTRIAL,Y,,,
91321,11,2018,RESIDENTIAL,N,11117,276605,24.8813
91321,12,2018,COMMERCIAL,Y,,,
91321,12,2018,INDUSTRIAL,Y,,,
91321,12,2018,RESIDENTIAL,N,11112,549761,49.4745
91324,10,2018,COMMERCIAL,Y,906,296307,327.0497
91324,10,2018,INDUSTRIAL,Y,,,
91324,10,2018,RESIDENTIAL,N,8970,177344,19.7708
91324,11,2018,COMMERCIAL,Y,638,170889,267.8511
91324,11,2018,INDUSTRIAL,Y,,,
91324,11,2018,RESIDENTIAL,N,8974,231449,25.7911
91324,12,2018,COMMERCIAL,Y,1159,611057,527.2278
91324,12,2018,INDUSTRIAL,Y,,,
91324,12,2018,RESIDENTIAL,N,8974,455930,50.8057
91325,10,2018,COMMERCIAL,Y,,,
91325,10,2018,INDUSTRIAL,Y,,,
91325,10,2018,RESIDENTIAL,Y,11747,238109,20.2698
91325,11,2018,COMMERCIAL,Y,,,
91325,11,2018,INDUSTRIAL,Y,,,
91325,11,2018,RESIDENTIAL,Y,11747,302480,25.7496
91325,12,2018,COMMERCIAL,Y,,,
91325,12,2018,INDUSTRIAL,Y,,,
91325,12,2018,RESIDENTIAL,Y,11751,590759,50.2731
91326,10,2018,COMMERCIAL,N,119,38190,320.9244
91326,10,2018,INDUSTRIAL,Y,,,
91326,10,2018,RESIDENTIAL,N,12637,253866,20.0891
91326,11,2018,COMMERCIAL,N,119,42172,354.3866
91326,11,2018,INDUSTRIAL,Y,,,
91326,11,2018,RESIDENTIAL,N,12634,308745,24.4376
91326,12,2018,COMMERCIAL,N,119,53977,453.5882
91326,12,2018,INDUSTRIAL,Y,,,
